
##################################################################################
Loading data worload 1 try 1 
[OVERALL], RunTime(ms), 40031
[OVERALL], Throughput(ops/sec), 24.980640003996903
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 714.0
[CLEANUP], MinLatency(us), 714
[CLEANUP], MaxLatency(us), 714
[CLEANUP], 95thPercentileLatency(us), 714
[CLEANUP], 99thPercentileLatency(us), 714
[INSERT], Operations, 1000
[INSERT], AverageLatency(us), 1296.494
[INSERT], MinLatency(us), 259
[INSERT], MaxLatency(us), 42495
[INSERT], 95thPercentileLatency(us), 1743
[INSERT], 99thPercentileLatency(us), 3045
[INSERT], Return=OK, 1000

##################################################################################
 Loading data worload 2 try 1 
[OVERALL], RunTime(ms), 40038
[OVERALL], Throughput(ops/sec), 24.97627254108597
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1053.0
[CLEANUP], MinLatency(us), 1053
[CLEANUP], MaxLatency(us), 1053
[CLEANUP], 95thPercentileLatency(us), 1053
[CLEANUP], 99thPercentileLatency(us), 1053
[INSERT], Operations, 1000
[INSERT], AverageLatency(us), 1390.31
[INSERT], MinLatency(us), 292
[INSERT], MaxLatency(us), 143871
[INSERT], 95thPercentileLatency(us), 1855
[INSERT], 99thPercentileLatency(us), 4955
[INSERT], Return=OK, 1000

##################################################################################
Loading data worload 3 try 1
[OVERALL], RunTime(ms), 40030
