
##################################################################################
Loading data worload 1 try 1 
[OVERALL], RunTime(ms), 236
[OVERALL], Throughput(ops/sec), 4237.28813559322
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 478.0
[CLEANUP], MinLatency(us), 478
[CLEANUP], MaxLatency(us), 478
[CLEANUP], 95thPercentileLatency(us), 478
[CLEANUP], 99thPercentileLatency(us), 478
[INSERT], Operations, 1000
[INSERT], AverageLatency(us), 186.721
[INSERT], MinLatency(us), 117
[INSERT], MaxLatency(us), 5647
[INSERT], 95thPercentileLatency(us), 309
[INSERT], 99thPercentileLatency(us), 408
[INSERT], Return=OK, 1000

##################################################################################
 Loading data worload 2 try 1 
[OVERALL], RunTime(ms), 291
[OVERALL], Throughput(ops/sec), 3436.426116838488
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 489.0
[CLEANUP], MinLatency(us), 489
[CLEANUP], MaxLatency(us), 489
[CLEANUP], 95thPercentileLatency(us), 489
[CLEANUP], 99thPercentileLatency(us), 489
[INSERT], Operations, 1000
[INSERT], AverageLatency(us), 245.342
[INSERT], MinLatency(us), 145
[INSERT], MaxLatency(us), 22847
[INSERT], 95thPercentileLatency(us), 352
[INSERT], 99thPercentileLatency(us), 440
[INSERT], Return=OK, 1000

##################################################################################
Loading data worload 3 try 1
[OVERALL], RunTime(ms), 329
[OVERALL], Throughput(ops/sec), 3039.51367781155
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
