
##################################################################################
Running test workoad 1 try 1
[OVERALL], RunTime(ms), 2020
[OVERALL], Throughput(ops/sec), 495.0495049504951
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 1000
[READ], AverageLatency(us), 340.689
[READ], MinLatency(us), 98
[READ], MaxLatency(us), 8147
[READ], 95thPercentileLatency(us), 638
[READ], 99thPercentileLatency(us), 675
[READ], Return=OK, 1000
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 552.0
[CLEANUP], MinLatency(us), 552
[CLEANUP], MaxLatency(us), 552
[CLEANUP], 95thPercentileLatency(us), 552
[CLEANUP], 99thPercentileLatency(us), 552

##################################################################################
Running test workoad 2 try 1
[OVERALL], RunTime(ms), 2019
[OVERALL], Throughput(ops/sec), 495.2947003467063
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[READ], Operations, 467
[READ], AverageLatency(us), 296.02783725910064
[READ], MinLatency(us), 78
[READ], MaxLatency(us), 4563
[READ], 95thPercentileLatency(us), 626
[READ], 99thPercentileLatency(us), 710
[READ], Return=OK, 467
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 504.0
[CLEANUP], MinLatency(us), 504
[CLEANUP], MaxLatency(us), 504
